Year,Rk,Gcar,Gtm,Date,Tm,Column1,Opp,Rslt,Inngs,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,BOP,aLI,WPA,acLI,cWPA,RE24,Pos
2010,66,827,71,22-Jun,NYY,@,ARI,"W,9-3",CG,5,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298,0.378,0.512,0.89,2,0.91,0.048,1.36,0.04%,0.33,RF
2010,67,828,72,23-Jun,NYY,@,ARI,"W,6-5",GS-9,5,3,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,1,0.299,0.382,0.51,0.892,2,1.89,0.15,2.63,0.13%,0.65,RF
2010,68,829,73,25-Jun,NYY,@,LAD,"W,2-1",CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.294,0.377,0.502,0.879,7,1.38,-0.143,1.97,-0.12%,-1.35,RF
2010,69,830,74,26-Jun,NYY,@,LAD,"L,4-9",CG,4,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.293,0.375,0.502,0.877,6,0.81,0.016,1.07,0.01%,0.47,RF
2010,70,831,75,27-Jun,NYY,@,LAD,"W,8-6",GS-8,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.289,0.37,0.494,0.864,2,1.16,-0.129,1.59,-0.11%,-1.5,RF
2010,71,832,76,29-Jun,NYY,,SEA,"L,4-7",CG,4,4,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0.292,0.372,0.517,0.889,2,0.61,0.088,0.84,0.07%,1.58,RF
2010,72,833,77,30-Jun,NYY,,SEA,"L,0-7",CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.288,0.367,0.509,0.876,2,0.73,-0.072,1.03,-0.06%,-0.98,RF
2010,73,834,78,1-Jul,NYY,,SEA,"W,4-2",CG,4,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.287,0.365,0.509,0.874,2,1.03,0.027,1.54,0.02%,0.5,RF
2010,74,835,79,2-Jul,NYY,,TOR,"L,1-6",CG(11),5,3,0,1,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0.288,0.369,0.507,0.876,2,1.19,0.052,1.86,0.05%,1.08,RF
2010,75,836,80,3-Jul,NYY,,TOR,"W,11-3",CG,5,4,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.287,0.37,0.504,0.873,2,0.78,0.072,1.26,0.07%,0.56,DH
2010,76,837,81,4-Jul,NYY,,TOR,"W,7-6",CG(10),5,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293,0.373,0.505,0.878,2,1.72,0.095,2.67,0.09%,0.34,RF
2010,77,838,82,5-Jul,NYY,@,OAK,"W,3-1",CG,4,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296,0.375,0.509,0.883,6,0.74,0.014,1.05,0.01%,0.12,DH
2010,78,839,83,6-Jul,NYY,@,OAK,"W,6-1",CG,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.292,0.37,0.502,0.872,6,0.22,-0.022,0.28,-0.02%,-0.67,DH
2010,79,840,84,7-Jul,NYY,@,OAK,"W,6-2",CG,5,4,2,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.298,0.376,0.518,0.895,2,0.57,0.145,0.74,0.11%,1.79,RF
2010,80,841,85,8-Jul,NYY,@,SEA,"W,3-1",CG,5,4,1,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.307,0.386,0.531,0.917,2,1.31,0.37,1.6,0.27%,2.11,RF
2010,81,842,86,9-Jul,NYY,@,SEA,"W,6-1",CG,5,3,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0.304,0.384,0.526,0.91,2,0.63,-0.021,0.68,-0.01%,-0.25,DH
2010,82,843,87,10-Jul,NYY,@,SEA,"L,1-4",CG,4,4,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0.303,0.382,0.532,0.915,2,0.95,0.026,0.97,0.02%,0.02,DH
2010,83,844,88,11-Jul,NYY,@,SEA,"W,8-2",CG,5,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.298,0.377,0.524,0.901,2,0.32,-0.009,0.37,-0.01%,-1.03,RF
2010,84,845,89,16-Jul,NYY,,TBR,"W,5-4",CG,5,5,1,3,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0.303,0.38,0.534,0.915,2,1.9,0.743,2.5,0.59%,2.57,RF
2010,85,846,90,17-Jul,NYY,,TBR,"L,5-10",CG,5,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.299,0.378,0.528,0.905,2,0.66,-0.09,0.76,-0.06%,-0.69,RF
2010,86,847,91,18-Jul,NYY,,TBR,"W,9-5",CG,5,5,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.301,0.378,0.529,0.907,2,0.7,-0.002,0.93,0.00%,0.47,RF
2010,87,848,92,20-Jul,NYY,,LAA,"L,2-10",CG,4,4,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.3,0.377,0.535,0.911,2,0.62,0.051,0.58,0.03%,0.34,RF
2010,88,849,93,21-Jul,NYY,,LAA,"W,10-6",CG,5,5,1,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0.302,0.377,0.536,0.912,2,0.76,0.042,0.81,0.03%,0.77,RF
2010,89,850,94,22-Jul,NYY,,KCR,"W,10-4",CG,5,5,1,2,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0.303,0.377,0.536,0.914,2,0.89,0.003,0.82,0.00%,1.37,RF
2010,90,851,96 (1),24-Jul,NYY,,KCR,"L,4-7",8-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302,0.376,0.535,0.911,7,0.33,-0.009,0.25,0.00%,-0.11,PH RF
2010,91,852,97,25-Jul,NYY,,KCR,"W,12-6",GS-8,5,5,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0.301,0.374,0.53,0.904,2,0.81,-0.084,0.68,-0.04%,-0.16,RF
2010,92,853,98,26-Jul,NYY,@,CLE,"W,3-2",CG,4,3,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0.301,0.375,0.537,0.912,2,0.72,0.139,0.54,0.06%,1.29,RF
2010,93,854,99,27-Jul,NYY,@,CLE,"L,1-4",CG,4,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.301,0.374,0.537,0.911,2,1.47,-0.112,1.02,-0.05%,-0.75,1B RF
2010,94,855,100,28-Jul,NYY,@,CLE,"W,8-0",CG,5,4,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.3,0.374,0.533,0.908,2,0.49,0.013,0.43,0.01%,0.59,RF
2010,95,856,101,29-Jul,NYY,@,CLE,"W,11-4",CG,6,5,2,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0.299,0.374,0.532,0.905,6,1.05,-0.087,0.9,-0.04%,-0.19,RF DH
2010,96,857,102,30-Jul,NYY,@,TBR,"L,2-3",CG,4,4,1,1,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0.298,0.373,0.537,0.909,2,1.16,0.079,1.14,0.05%,0.94,RF
2010,97,858,103,31-Jul,NYY,@,TBR,"W,5-4",CG,4,4,1,1,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0.298,0.371,0.542,0.913,6,1.35,0.09,1.42,0.06%,-0.04,RF
2010,98,859,104,1-Aug,NYY,@,TBR,"L,0-3",CG,4,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.3,0.373,0.541,0.914,5,0.53,-0.001,0.56,0.00%,0.09,RF
2010,99,860,105,2-Aug,NYY,,TOR,"L,6-8",CG,5,5,2,2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0.301,0.373,0.555,0.928,2,0.87,0.114,0.85,0.07%,1.81,CF RF
2010,100,861,106,3-Aug,NYY,,TOR,"L,2-8",CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298,0.37,0.549,0.919,2,0.71,-0.069,0.68,-0.04%,-0.82,RF
2010,101,862,107,4-Aug,NYY,,TOR,"W,5-1",CG,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.296,0.368,0.545,0.913,2,0.79,-0.05,0.97,-0.04%,-0.65,RF
2010,102,863,108,6-Aug,NYY,,BOS,"L,3-6",CG,5,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297,0.369,0.543,0.912,2,1.04,0.021,1.53,0.02%,-0.16,RF
2010,103,864,109,7-Aug,NYY,,BOS,"W,5-2",CG,4,3,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.297,0.37,0.542,0.912,2,0.66,0.002,1.15,0.00%,-0.18,RF
